,Unnamed: 0,회차,행정구역시도코드,읍면부동부코드,가구일련번호,가구원일련번호,대표가구원여부,평토일구분코드,성별코드,연령,연령코드,etc_daily,home_daily,work_daily,school_daily,home_weekend,bodyweight,dust_ingestion,inhalaion_rate
11477,11478,7차,전북,동,6640,4,일반가구원,평일,남자,28,20~29세,0,1440,0,0,1380,57.3,20,14.61
11478,11479,7차,전북,동,6641,1,대표가구원,평일,여자,44,40~49세,110,1330,0,0,820,62.5,20,14.61
11479,11480,7차,전북,동,6641,2,일반가구원,평일,남자,72,60세 이상,350,1090,0,0,1200,62.9,20,14.61
11480,11481,7차,전북,동,6641,3,일반가구원,평일,여자,70,60세 이상,0,1440,0,0,1170,43.7,20,14.61
11481,11482,6차,전북,동,6643,1,대표가구원,평일,남자,53,50~59세,40,560,840,0,1240,78.5,20,14.61
11482,11483,6차,전북,동,6643,2,일반가구원,평일,여자,46,40~49세,60,960,420,0,1050,50.5,20,14.61
11483,11484,6차,전북,동,6643,3,일반가구원,평일,여자,20,20~29세,110,1000,0,330,0,77.8,20,14.61
11484,11485,6차,전북,동,6643,4,일반가구원,평일,남자,18,10~19세,40,910,0,490,920,71.0,20,12.73
11485,11486,6차,전북,동,6645,1,대표가구원,평일,남자,53,50~59세,40,920,480,0,960,56.0,20,14.61
11486,11487,6차,전북,동,6645,2,일반가구원,평일,여자,50,50~59세,40,920,480,0,1400,67.0,20,14.61
11487,11488,6차,전북,동,6646,1,대표가구원,평일,남자,24,20~29세,40,920,480,0,1150,73.3,20,14.61
11488,11489,6차,전북,동,6646,2,일반가구원,평일,여자,50,50~59세,100,1340,0,0,1380,55.7,20,14.61
11489,11490,6차,전북,동,6647,1,대표가구원,평일,남자,43,40~49세,120,1320,0,0,1360,85.3,20,14.61
11490,11491,6차,전북,동,6647,2,일반가구원,평일,여자,37,30~39세,60,1020,360,0,1440,56.2,20,14.61
11491,11492,6차,전북,동,6647,3,일반가구원,평일,남자,15,10~19세,40,900,0,500,1440,64.5,20,12.73
11492,11493,6차,전북,동,6647,4,일반가구원,평일,남자,13,10~19세,40,900,0,500,1320,57.3,20,12.73
11493,11494,6차,전북,동,6647,5,일반가구원,평일,여자,10,10~19세,60,1020,0,360,1000,31.8,30,12.73
11494,11495,6차,전북,동,6648,1,대표가구원,평일,남자,54,50~59세,60,1020,360,0,1040,100.9,20,14.61
11495,11496,6차,전북,동,6648,2,일반가구원,평일,여자,49,40~49세,110,1330,0,0,1050,65.2,20,14.61
11496,11497,6차,전북,동,6648,3,일반가구원,평일,여자,25,20~29세,0,1440,0,0,0,47.9,20,14.61
11497,11498,6차,전북,동,6648,4,일반가구원,평일,남자,22,20~29세,60,1100,0,280,1200,87.5,20,14.61
11498,11499,6차,전북,동,6650,1,대표가구원,평일,남자,58,50~59세,60,900,480,0,1100,75.5,20,14.61
11499,11500,6차,전북,동,6650,2,일반가구원,평일,여자,60,60세 이상,300,1140,0,0,1030,58.1,20,14.61
11500,11501,6차,전북,동,6651,1,대표가구원,평일,남자,56,50~59세,60,1020,360,0,1440,76.0,20,14.61
11501,11502,6차,전북,동,6651,2,일반가구원,평일,여자,52,50~59세,240,1200,0,0,1440,72.7,20,14.61
11502,11503,6차,전북,동,6651,3,일반가구원,평일,남자,20,20~29세,600,840,0,0,1150,56.9,20,14.61
11503,11504,6차,전북,동,6652,1,대표가구원,평일,남자,73,60세 이상,60,900,480,0,700,67.9,20,14.61
11504,11505,6차,전북,동,6652,2,일반가구원,평일,여자,69,60세 이상,280,1160,0,0,780,61.8,20,14.61
11505,11506,6차,전북,동,6653,1,대표가구원,평일,남자,72,60세 이상,60,1140,240,0,1080,54.5,20,14.61
11506,11507,6차,전북,동,6653,2,일반가구원,평일,여자,67,60세 이상,40,960,440,0,1160,60.5,20,14.61
11507,11508,6차,전북,동,6654,1,대표가구원,평일,남자,69,60세 이상,40,1160,240,0,1120,64.1,20,14.61
11508,11509,6차,전북,동,6654,2,일반가구원,평일,여자,64,60세 이상,40,940,460,0,1140,60.3,20,14.61
11509,11510,6차,전북,동,6654,3,일반가구원,평일,여자,39,30~39세,0,1440,0,0,1320,47.9,20,14.61
11510,11511,6차,전북,동,6655,1,대표가구원,평일,남자,73,60세 이상,0,1440,0,0,1200,64.4,20,14.61
11511,11512,6차,전북,동,6655,2,일반가구원,평일,여자,66,60세 이상,100,1340,0,0,970,61.2,20,14.61
11512,11513,6차,전북,동,6656,1,대표가구원,평일,남자,37,30~39세,60,980,400,0,990,87.7,20,14.61
11513,11514,6차,전북,동,6656,2,일반가구원,평일,여자,32,30~39세,40,1400,0,0,1440,73.6,20,14.61
11514,11515,6차,전북,동,6656,5,일반가구원,평일,남자,63,60세 이상,340,1100,0,0,760,68.2,20,14.61
11515,11516,6차,전북,동,6656,6,일반가구원,평일,여자,58,50~59세,0,1440,0,0,1100,52.8,20,14.61
11516,11517,6차,전북,읍면,6657,1,대표가구원,평일,남자,57,50~59세,260,1180,0,0,1290,70.7,20,14.61
11517,11518,6차,전북,읍면,6657,2,일반가구원,평일,여자,58,50~59세,0,1440,0,0,1380,57.8,20,14.61
11518,11519,6차,전북,읍면,6657,3,일반가구원,평일,남자,80,60세 이상,60,1380,0,0,1440,57.6,20,14.61
11519,11520,6차,전북,읍면,6658,1,대표가구원,평일,남자,80,60세 이상,420,1020,0,0,1260,57.8,20,14.61
11520,11521,6차,전북,읍면,6658,2,일반가구원,평일,여자,78,60세 이상,240,1200,0,0,1440,46.9,20,14.61
11521,11522,6차,전북,읍면,6659,1,대표가구원,평일,여자,58,50~59세,80,880,480,0,1440,60.5,20,14.61
11522,11523,6차,전북,읍면,6659,2,일반가구원,평일,남자,71,60세 이상,100,860,480,0,1440,87.4,20,14.61
11523,11524,6차,전북,읍면,6660,1,대표가구원,평일,여자,60,60세 이상,320,1120,0,0,1040,56.3,20,14.61
11524,11525,6차,전북,읍면,6660,2,일반가구원,평일,남자,66,60세 이상,320,1120,0,0,1360,76.0,20,14.61
11525,11526,6차,전북,읍면,6661,1,대표가구원,평일,여자,79,60세 이상,160,1280,0,0,1300,53.7,20,14.61
11526,11527,6차,전북,읍면,6662,1,대표가구원,평일,여자,79,60세 이상,30,1410,0,0,1420,55.0,20,14.61
11527,11528,6차,전북,읍면,6663,1,대표가구원,평일,남자,74,60세 이상,90,880,470,0,1440,71.6,20,14.61
11528,11529,6차,전북,읍면,6663,2,일반가구원,평일,여자,68,60세 이상,60,840,540,0,760,54.1,20,14.61
11529,11530,6차,전북,읍면,6664,1,대표가구원,평일,여자,71,60세 이상,600,840,0,0,1440,57.3,20,14.61
11530,11531,6차,전북,읍면,6664,2,일반가구원,평일,남자,66,60세 이상,700,740,0,0,1320,60.4,20,14.61
11531,11532,6차,전북,읍면,6665,1,대표가구원,평일,남자,62,60세 이상,200,970,270,0,580,79.1,20,14.61
11532,11533,6차,전북,읍면,6665,2,일반가구원,평일,여자,60,60세 이상,70,1210,160,0,950,47.0,20,14.61
11533,11534,6차,전북,읍면,6666,1,대표가구원,평일,남자,76,60세 이상,160,1280,0,0,0,73.4,20,14.61
11534,11535,6차,전북,읍면,6667,1,대표가구원,평일,남자,50,50~59세,180,1260,0,0,1260,85.2,20,14.61
11535,11536,6차,전북,읍면,6667,2,일반가구원,평일,여자,77,60세 이상,180,1040,220,0,1440,54.6,20,14.61
11536,11537,6차,전북,읍면,6668,1,대표가구원,평일,남자,63,60세 이상,310,710,420,0,960,71.6,20,14.61
11537,11538,6차,전북,읍면,6668,2,일반가구원,평일,여자,59,50~59세,320,860,260,0,450,63.7,20,14.61
11538,11539,6차,전북,동,6672,1,대표가구원,평일,남자,58,50~59세,340,1100,0,0,1030,69.8,20,14.61
11539,11540,6차,전북,동,6672,2,일반가구원,평일,여자,52,50~59세,70,730,640,0,1280,50.7,20,14.61
11540,11541,6차,전북,동,6673,1,대표가구원,평일,남자,66,60세 이상,220,1220,0,0,1240,60.4,20,14.61
11541,11542,6차,전북,동,6673,2,일반가구원,평일,여자,60,60세 이상,0,1440,0,0,1240,61.8,20,14.61
11542,11543,6차,전북,동,6673,3,일반가구원,평일,남자,29,20~29세,80,900,460,0,1440,83.0,20,14.61
11543,11544,6차,전북,동,6673,4,일반가구원,평일,여자,37,30~39세,80,920,440,0,840,47.9,20,14.61
11544,11545,6차,전북,동,6673,5,일반가구원,평일,남자,37,30~39세,60,920,460,0,1220,81.4,20,14.61
11545,11546,6차,전북,동,6673,6,일반가구원,평일,여자,14,10~19세,20,1000,0,420,1090,42.1,20,12.73
11546,11547,6차,전북,동,6673,7,일반가구원,평일,여자,12,10~19세,40,980,0,420,1300,51.6,20,12.73
11547,11548,6차,전북,동,6674,1,대표가구원,평일,여자,69,60세 이상,240,1200,0,0,1320,62.6,20,14.61
11548,11549,6차,전북,동,6675,1,대표가구원,평일,남자,69,60세 이상,780,660,0,0,400,60.1,20,14.61
11549,11550,6차,전북,동,6675,2,일반가구원,평일,여자,69,60세 이상,580,860,0,0,840,61.3,20,14.61
11550,11551,6차,전북,동,6675,3,일반가구원,평일,여자,47,40~49세,120,880,440,0,1200,56.1,20,14.61
11551,11552,6차,전북,동,6675,4,일반가구원,평일,남자,19,10~19세,0,1440,0,0,1440,60.6,20,14.61
11552,11553,6차,전북,동,6676,1,대표가구원,평일,여자,64,60세 이상,40,1400,0,0,1360,53.7,20,14.61
11553,11554,6차,전북,동,6676,2,일반가구원,평일,남자,71,60세 이상,440,1000,0,0,900,79.0,20,14.61
11554,11555,6차,전북,동,6678,1,대표가구원,평일,남자,77,60세 이상,500,940,0,0,1350,65.3,20,14.61
11555,11556,6차,전북,동,6678,2,일반가구원,평일,여자,76,60세 이상,200,1240,0,0,1440,49.8,20,14.61
11556,11557,6차,전북,동,6679,1,대표가구원,평일,남자,54,50~59세,140,820,480,0,960,62.2,20,14.61
11557,11558,6차,전북,동,6679,2,일반가구원,평일,여자,52,50~59세,0,1440,0,0,1120,62.8,20,14.61
11558,11559,6차,전북,동,6679,3,일반가구원,평일,남자,25,20~29세,0,1440,0,0,1340,82.2,20,14.61
11559,11560,6차,전북,동,6679,4,일반가구원,평일,여자,24,20~29세,0,1440,0,0,1140,65.2,20,14.61
11560,11561,6차,전북,동,6680,1,대표가구원,평일,남자,65,60세 이상,210,1120,110,0,970,71.5,20,14.61
11561,11562,6차,전북,동,6680,2,일반가구원,평일,여자,63,60세 이상,460,980,0,0,1200,51.1,20,14.61
11562,11563,6차,전북,동,6680,3,일반가구원,평일,남자,28,20~29세,120,880,440,0,1440,66.9,20,14.61
11563,11564,6차,전북,동,6680,4,일반가구원,평일,남자,23,20~29세,20,1060,0,360,1440,91.6,20,14.61
11564,11565,6차,전북,동,6681,1,대표가구원,평일,남자,62,60세 이상,320,730,390,0,1320,83.1,20,14.61
11565,11566,6차,전북,동,6681,2,일반가구원,평일,여자,62,60세 이상,340,1100,0,0,1190,88.2,20,14.61
11566,11567,6차,전북,동,6682,1,대표가구원,평일,남자,63,60세 이상,340,620,480,0,900,73.5,20,14.61
11567,11568,6차,전북,동,6682,2,일반가구원,평일,여자,65,60세 이상,180,760,500,0,1440,52.9,20,14.61
11568,11569,6차,전북,동,6683,1,대표가구원,평일,남자,60,60세 이상,90,990,360,0,1160,52.8,20,14.61
11569,11570,6차,전북,동,6684,1,대표가구원,평일,남자,76,60세 이상,250,1190,0,0,1160,59.0,20,14.61
11570,11571,6차,전북,동,6684,2,일반가구원,평일,여자,71,60세 이상,210,1230,0,0,1440,74.6,20,14.61
11571,11572,6차,전북,동,6687,1,대표가구원,평일,남자,22,20~29세,40,1040,0,360,720,75.3,20,14.61
11572,11573,6차,전북,동,6688,1,대표가구원,평일,남자,18,10~19세,40,1040,0,360,1240,52.6,20,12.73
11573,11574,6차,전북,동,6690,1,대표가구원,평일,여자,33,30~39세,40,960,440,0,1080,60.9,20,14.61
11574,11575,6차,전북,동,6691,1,대표가구원,평일,여자,22,20~29세,40,1040,0,360,1050,47.3,20,14.61
11575,11576,6차,전북,동,6692,1,대표가구원,평일,여자,28,20~29세,60,940,0,440,420,71.8,20,14.61
11576,11577,6차,전북,동,6693,1,대표가구원,평일,여자,21,20~29세,40,980,0,420,1200,98.7,20,14.61
11577,11578,6차,전북,동,6694,1,대표가구원,평일,여자,22,20~29세,40,1040,0,360,1440,47.3,20,14.61
11578,11579,6차,전북,동,6695,1,대표가구원,평일,남자,26,20~29세,40,920,0,480,1200,87.1,20,14.61
11579,11580,6차,전북,동,6696,1,대표가구원,평일,여자,24,20~29세,70,1100,0,270,1050,65.2,20,14.61
11580,11581,6차,전북,동,6697,1,대표가구원,평일,여자,21,20~29세,90,1350,0,0,1210,57.9,20,14.61
11581,11582,6차,전북,동,6700,1,대표가구원,평일,여자,19,10~19세,180,1020,0,240,1120,44.9,20,14.61
11582,11583,6차,전북,동,6701,1,대표가구원,평일,여자,23,20~29세,20,1370,0,50,1440,55.6,20,14.61
11583,11584,6차,전북,동,6702,1,대표가구원,평일,여자,58,50~59세,40,1400,0,0,1300,56.1,20,14.61
11584,11585,6차,전북,동,6702,2,일반가구원,평일,남자,58,50~59세,220,820,400,0,1440,68.5,20,14.61
11585,11586,6차,전북,동,6702,3,일반가구원,평일,여자,26,20~29세,240,1200,0,0,1350,58.3,20,14.61
11586,11587,6차,전북,동,6703,1,대표가구원,평일,여자,43,40~49세,140,1300,0,0,1440,58.7,20,14.61
11587,11588,6차,전북,동,6703,2,일반가구원,평일,남자,44,40~49세,40,960,440,0,920,60.6,20,14.61
11588,11589,6차,전북,동,6704,1,대표가구원,평일,여자,47,40~49세,150,1290,0,0,920,50.4,20,14.61
11589,11590,6차,전북,동,6704,2,일반가구원,평일,남자,52,50~59세,70,850,520,0,1340,68.8,20,14.61
11590,11591,6차,전북,동,6704,3,일반가구원,평일,남자,11,10~19세,40,1030,0,370,1440,45.9,30,12.73
11591,11592,6차,전북,동,6706,1,대표가구원,평일,여자,39,30~39세,210,1230,0,0,1180,59.9,20,14.61
11592,11593,6차,전북,동,6706,2,일반가구원,평일,남자,40,40~49세,30,910,500,0,1060,76.1,20,14.61
11593,11594,6차,전북,동,6706,3,일반가구원,평일,여자,10,10~19세,40,940,0,460,1440,27.8,30,12.73
11594,11595,6차,전북,동,6707,1,대표가구원,평일,여자,47,40~49세,80,860,500,0,1160,63.8,20,14.61
11595,11596,6차,전북,동,6707,2,일반가구원,평일,남자,49,40~49세,60,880,500,0,1320,72.4,20,14.61
11596,11597,6차,전북,동,6707,3,일반가구원,평일,남자,17,10~19세,40,880,0,520,1440,62.4,20,12.73
11597,11598,6차,전북,동,6708,1,대표가구원,평일,여자,26,20~29세,40,1140,260,0,1220,42.3,20,14.61
11598,11599,6차,전북,동,6708,2,일반가구원,평일,여자,50,50~59세,200,1240,0,0,1280,53.8,20,14.61
11599,11600,6차,전북,동,6709,1,대표가구원,평일,여자,63,60세 이상,0,1440,0,0,810,43.1,20,14.61
11600,11601,6차,전북,동,6710,1,대표가구원,평일,여자,50,50~59세,60,860,520,0,60,65.8,20,14.61
11601,11602,6차,전북,동,6710,2,일반가구원,평일,남자,49,40~49세,40,780,620,0,1030,91.1,20,14.61
11602,11603,6차,전북,동,6710,3,일반가구원,평일,남자,26,20~29세,40,700,700,0,1440,67.2,20,14.61
11603,11604,6차,전북,동,6710,4,일반가구원,평일,남자,23,20~29세,20,920,500,0,1440,74.5,20,14.61
11604,11605,6차,전북,동,6711,1,대표가구원,평일,여자,76,60세 이상,80,1360,0,0,1070,57.1,20,14.61
11605,11606,6차,전북,동,6712,1,대표가구원,평일,여자,42,40~49세,190,1250,0,0,1440,68.9,20,14.61
11606,11607,6차,전북,동,6712,2,일반가구원,평일,남자,46,40~49세,70,980,390,0,1210,74.9,20,14.61
11607,11608,6차,전북,동,6712,3,일반가구원,평일,여자,11,10~19세,20,1000,0,420,1240,42.8,30,12.73
11608,11609,6차,전북,동,6713,1,대표가구원,평일,여자,80,60세 이상,0,1440,0,0,1440,55.6,20,14.61
11609,11610,6차,전북,동,6714,1,대표가구원,평일,남자,29,20~29세,280,1160,0,0,1380,69.7,20,14.61
11610,11611,6차,전북,동,6714,2,일반가구원,평일,여자,29,20~29세,100,1340,0,0,1440,51.4,20,14.61
11611,11612,5차,전북,동,6717,1,대표가구원,평일,남자,80,60세 이상,450,990,0,0,1200,47.9,20,14.61
11612,11613,5차,전북,동,6718,1,대표가구원,평일,여자,80,60세 이상,60,1180,200,0,1340,61.0,20,14.61
11613,11614,5차,전북,동,6719,1,대표가구원,평일,남자,60,60세 이상,0,1440,0,0,1440,61.0,20,14.61
11614,11615,5차,전북,동,6719,2,일반가구원,평일,여자,53,50~59세,0,1440,0,0,1380,64.8,20,14.61
11615,11616,5차,전북,동,6719,3,일반가구원,평일,여자,26,20~29세,0,1440,0,0,1020,61.9,20,14.61
11616,11617,5차,전북,동,6719,4,일반가구원,평일,남자,23,20~29세,120,960,360,0,490,58.2,20,14.61
11617,11618,5차,전북,동,6719,5,일반가구원,평일,여자,80,60세 이상,360,1080,0,0,720,50.6,20,14.61
11618,11619,5차,전북,동,6720,1,대표가구원,평일,남자,79,60세 이상,480,960,0,0,1230,60.8,20,14.61
11619,11620,5차,전북,동,6720,2,일반가구원,평일,여자,75,60세 이상,240,1200,0,0,1180,50.1,20,14.61
11620,11621,5차,전북,동,6721,1,대표가구원,평일,남자,76,60세 이상,120,1320,0,0,1100,57.2,20,14.61
11621,11622,5차,전북,동,6721,2,일반가구원,평일,여자,72,60세 이상,350,1090,0,0,990,53.1,20,14.61
11622,11623,5차,전북,동,6722,1,대표가구원,평일,남자,66,60세 이상,250,1190,0,0,1440,74.3,20,14.61
11623,11624,5차,전북,동,6722,2,일반가구원,평일,여자,61,60세 이상,90,1350,0,0,680,44.8,20,14.61
11624,11625,5차,전북,동,6723,1,대표가구원,평일,남자,39,30~39세,60,1020,360,0,1040,68.5,20,14.61
11625,11626,5차,전북,동,6723,2,일반가구원,평일,남자,38,30~39세,0,1440,0,0,1320,71.6,20,14.61
11626,11627,5차,전북,동,6724,1,대표가구원,평일,남자,51,50~59세,80,930,430,0,1430,70.5,20,14.61
11627,11628,5차,전북,동,6724,2,일반가구원,평일,여자,45,40~49세,60,1090,290,0,1200,83.0,20,14.61
11628,11629,5차,전북,동,6724,3,일반가구원,평일,여자,18,10~19세,0,1440,0,0,1440,49.8,20,12.73
11629,11630,5차,전북,동,6724,4,일반가구원,평일,남자,14,10~19세,60,1000,0,380,1440,47.5,20,12.73
11630,11631,5차,전북,동,6724,5,일반가구원,평일,여자,80,60세 이상,310,1130,0,0,1440,55.0,20,14.61
11631,11632,5차,전북,동,6725,1,대표가구원,평일,남자,58,50~59세,40,820,580,0,1260,73.5,20,14.61
11632,11633,5차,전북,동,6725,2,일반가구원,평일,여자,54,50~59세,100,1080,260,0,1380,61.6,20,14.61
11633,11634,5차,전북,동,6725,3,일반가구원,평일,남자,25,20~29세,300,1020,120,0,1410,63.8,20,14.61
11634,11635,5차,전북,동,6725,4,일반가구원,평일,남자,23,20~29세,0,1440,0,0,1310,60.3,20,14.61
11635,11636,5차,전북,동,6725,5,일반가구원,평일,여자,80,60세 이상,120,1320,0,0,1440,52.9,20,14.61
11636,11637,5차,전북,동,6726,1,대표가구원,평일,남자,80,60세 이상,120,1320,0,0,860,67.9,20,14.61
11637,11638,5차,전북,동,6726,2,일반가구원,평일,여자,80,60세 이상,0,1440,0,0,1440,88.0,20,14.61
11638,11639,5차,전북,동,6728,1,대표가구원,평일,남자,71,60세 이상,230,1210,0,0,1440,71.0,20,14.61
11639,11640,5차,전북,동,6728,2,일반가구원,평일,여자,65,60세 이상,60,1200,180,0,1220,81.8,20,14.61
11640,11641,5차,전북,동,6731,1,대표가구원,평일,남자,62,60세 이상,0,1440,0,0,1340,67.0,20,14.61
11641,11642,5차,전북,동,6731,2,일반가구원,평일,여자,61,60세 이상,0,1440,0,0,1440,66.8,20,14.61
11642,11643,5차,전북,동,6733,1,대표가구원,평일,남자,41,40~49세,60,890,490,0,1060,66.5,20,14.61
11643,11644,5차,전북,동,6733,2,일반가구원,평일,여자,38,30~39세,60,890,490,0,1440,61.2,20,14.61
11644,11645,5차,전북,동,6733,3,일반가구원,평일,여자,13,10~19세,250,1190,0,0,1150,67.7,20,12.73
11645,11646,5차,전북,동,6734,1,대표가구원,평일,여자,34,30~39세,0,1440,0,0,720,64.5,20,14.61
11646,11647,5차,전북,동,6734,2,일반가구원,평일,남자,34,30~39세,140,960,340,0,1270,92.0,20,14.61
11647,11648,5차,전북,동,6734,3,일반가구원,평일,여자,57,50~59세,240,1200,0,0,1440,59.5,20,14.61
11648,11649,5차,전북,동,6735,1,대표가구원,평일,여자,64,60세 이상,260,1180,0,0,1320,52.6,20,14.61
11649,11650,5차,전북,동,6736,1,대표가구원,평일,남자,24,20~29세,0,1440,0,0,1320,99.5,20,14.61
11650,11651,5차,전북,동,6736,2,일반가구원,평일,남자,58,50~59세,140,820,480,0,1440,51.3,20,14.61
11651,11652,5차,전북,동,6736,3,일반가구원,평일,여자,56,50~59세,40,580,820,0,1180,50.2,20,14.61
11652,11653,5차,전북,동,6737,1,대표가구원,평일,남자,22,20~29세,350,1090,0,0,1440,64.2,20,14.61
11653,11654,5차,전북,동,6737,2,일반가구원,평일,남자,54,50~59세,60,960,420,0,1200,69.0,20,14.61
11654,11655,5차,전북,동,6737,3,일반가구원,평일,여자,56,50~59세,60,1090,290,0,1440,51.7,20,14.61
11655,11656,5차,전북,동,6739,1,대표가구원,평일,여자,32,30~39세,40,1170,230,0,1440,63.5,20,14.61
11656,11657,5차,전북,동,6739,2,일반가구원,평일,여자,64,60세 이상,170,1270,0,0,1440,73.4,20,14.61
11657,11658,5차,전북,동,6740,1,대표가구원,평일,여자,25,20~29세,0,1440,0,0,1380,48.6,20,14.61
11658,11659,5차,전북,동,6740,2,일반가구원,평일,남자,31,30~39세,40,1040,360,0,960,64.4,20,14.61
11659,11660,5차,전북,동,6741,1,대표가구원,평일,남자,42,40~49세,60,890,490,0,1440,82.5,20,14.61
11660,11661,5차,전북,동,6741,2,일반가구원,평일,여자,37,30~39세,20,1420,0,0,1280,38.3,20,14.61
11661,11662,5차,전북,동,6742,1,대표가구원,평일,남자,51,50~59세,480,920,40,0,0,56.6,20,14.61
11662,11663,5차,전북,동,6742,2,일반가구원,평일,여자,15,10~19세,0,1440,0,0,1440,45.4,20,12.73
11663,11664,5차,전북,동,6742,3,일반가구원,평일,남자,13,10~19세,180,1260,0,0,1170,66.7,20,12.73
11664,11665,5차,전북,동,6743,1,대표가구원,평일,남자,52,50~59세,50,1390,0,0,1000,61.8,20,14.61
11665,11666,5차,전북,동,6743,3,일반가구원,평일,남자,11,10~19세,40,1000,0,400,1440,59.3,30,12.73
11666,11667,5차,전북,동,6744,1,대표가구원,평일,여자,44,40~49세,40,1400,0,0,1160,69.7,20,14.61
11667,11668,5차,전북,동,6744,2,일반가구원,평일,남자,15,10~19세,260,1180,0,0,1380,55.1,20,12.73
11668,11669,5차,전북,동,6746,1,대표가구원,평일,여자,63,60세 이상,40,1400,0,0,1440,65.1,20,14.61
11669,11670,7차,전북,읍면,6747,1,대표가구원,평일,남자,80,60세 이상,0,1440,0,0,1360,65.7,20,14.61
11670,11671,7차,전북,읍면,6747,2,일반가구원,평일,여자,79,60세 이상,420,1020,0,0,990,53.5,20,14.61
11671,11672,7차,전북,읍면,6748,1,대표가구원,평일,여자,80,60세 이상,240,1200,0,0,1410,43.6,20,14.61
11672,11673,7차,전북,읍면,6749,1,대표가구원,평일,여자,80,60세 이상,540,900,0,0,1020,54.0,20,14.61
11673,11674,7차,전북,읍면,6750,1,대표가구원,평일,여자,64,60세 이상,40,920,480,0,910,62.8,20,14.61
11674,11675,7차,전북,읍면,6750,2,일반가구원,평일,남자,43,40~49세,300,920,220,0,1410,75.9,20,14.61
11675,11676,7차,전북,읍면,6751,1,대표가구원,평일,남자,69,60세 이상,500,940,0,0,1440,75.4,20,14.61
11676,11677,7차,전북,읍면,6752,1,대표가구원,평일,여자,80,60세 이상,360,1080,0,0,1320,37.0,20,14.61
11677,11678,7차,전북,읍면,6753,1,대표가구원,평일,남자,72,60세 이상,570,870,0,0,1040,44.9,20,14.61
11678,11679,7차,전북,읍면,6753,2,일반가구원,평일,여자,69,60세 이상,230,1210,0,0,880,64.9,20,14.61
11679,11680,7차,전북,읍면,6754,1,대표가구원,평일,남자,69,60세 이상,240,1200,0,0,1440,66.1,20,14.61
11680,11681,7차,전북,읍면,6754,2,일반가구원,평일,여자,77,60세 이상,120,1320,0,0,1100,47.8,20,14.61
11681,11682,7차,전북,읍면,6755,1,대표가구원,평일,여자,68,60세 이상,40,920,480,0,1020,54.1,20,14.61
11682,11683,7차,전북,읍면,6756,1,대표가구원,평일,여자,74,60세 이상,420,1020,0,0,920,56.8,20,14.61
11683,11684,7차,전북,읍면,6758,1,대표가구원,평일,남자,62,60세 이상,40,1400,0,0,1060,60.4,20,14.61
11684,11685,7차,전북,읍면,6760,1,대표가구원,평일,여자,78,60세 이상,440,1000,0,0,1200,51.3,20,14.61
11685,11686,7차,전북,동,6762,1,대표가구원,평일,남자,60,60세 이상,100,1340,0,0,930,79.9,20,14.61
11686,11687,7차,전북,동,6762,3,일반가구원,평일,남자,24,20~29세,240,860,340,0,1440,64.5,20,14.61
11687,11688,7차,전북,동,6763,1,대표가구원,평일,남자,51,50~59세,40,920,480,0,1440,79.8,20,14.61
11688,11689,7차,전북,동,6764,1,대표가구원,평일,남자,66,60세 이상,480,960,0,0,1200,75.3,20,14.61
11689,11690,7차,전북,동,6765,1,대표가구원,평일,남자,51,50~59세,120,900,420,0,1310,67.4,20,14.61
11690,11691,7차,전북,동,6766,1,대표가구원,평일,남자,24,20~29세,60,940,440,0,1260,66.7,20,14.61
11691,11692,7차,전북,동,6768,1,대표가구원,평일,여자,45,40~49세,60,1080,300,0,1230,52.0,20,14.61
11692,11693,7차,전북,동,6769,1,대표가구원,평일,남자,74,60세 이상,180,1260,0,0,1440,71.6,20,14.61
11693,11694,7차,전북,동,6770,1,대표가구원,평일,남자,51,50~59세,180,900,360,0,930,59.5,20,14.61
11694,11695,7차,전북,동,6771,1,대표가구원,평일,남자,26,20~29세,70,1370,0,0,1340,61.1,20,14.61
11695,11696,7차,전북,동,6771,2,일반가구원,평일,여자,28,20~29세,80,1360,0,0,1260,47.7,20,14.61
11696,11697,7차,전북,동,6772,1,대표가구원,평일,남자,36,30~39세,190,860,390,0,900,75.7,20,14.61
11697,11698,7차,전북,동,6773,1,대표가구원,평일,남자,34,30~39세,130,920,390,0,1400,80.4,20,14.61
11698,11699,7차,전북,동,6774,1,대표가구원,평일,남자,68,60세 이상,460,980,0,0,1380,52.2,20,14.61
11699,11700,7차,전북,동,6774,2,일반가구원,평일,여자,63,60세 이상,80,940,420,0,750,62.0,20,14.61
11700,11701,6차,전북,읍면,6777,1,대표가구원,평일,여자,71,60세 이상,480,960,0,0,1440,54.5,20,14.61
11701,11702,6차,전북,읍면,6778,1,대표가구원,평일,남자,79,60세 이상,560,880,0,0,1440,50.4,20,14.61
11702,11703,6차,전북,읍면,6778,2,일반가구원,평일,여자,68,60세 이상,500,940,0,0,960,53.4,20,14.61
11703,11704,6차,전북,읍면,6779,1,대표가구원,평일,여자,77,60세 이상,230,1210,0,0,0,73.3,20,14.61
11704,11705,6차,전북,읍면,6780,1,대표가구원,평일,남자,61,60세 이상,480,960,0,0,1170,90.5,20,14.61
11705,11706,6차,전북,읍면,6780,2,일반가구원,평일,여자,56,50~59세,480,960,0,0,1100,61.9,20,14.61
11706,11707,6차,전북,읍면,6781,1,대표가구원,평일,남자,60,60세 이상,340,1100,0,0,960,59.8,20,14.61
